"State","County","Worst.Crime.Display","Crime.Category","Year.of.Crime","Year.of.1st.Conviction"
"Texas","Dallas","Robbery","Misconduct",1985,1985
"California","Los Angeles","Robbery","Misconduct",1999,2000
"Ohio","Cuyahoga","Murder","Misconduct",1994,1995
"Illinois","Cook","Weapon Possession or Sale","Misdemeanor",2007,2007
"Kentucky","Spencer","Manslaughter","Misconduct",1998,2008
"New York","Tompkins","Arson","Misconduct",1989,1990
"Virginia","Montgomery","Child Sex Abuse","Misconduct",2008,2014
"Pennsylvania","Philadelphia","Murder","Misconduct",2011,2014
"Kentucky","Butler","Child Sex Abuse","Misconduct",1997,2000
"Pennsylvania","Lawrence","Robbery","Misconduct",2002,2003
"Illinois","Cook","Murder","Misconduct",1988,1990
"Illinois","St. Clair","Sex Offender Registration","Nonviolent felony",2012,2013
"Wisconsin","Eau Claire","Solicitation","Nonviolent felony",1997,2001
"Illinois","Cook","Murder","Misconduct",1997,1999
"Michigan","Ingham","Obstruction of Justice","Nonviolent felony",2018,2020
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,1999
"Oregon","Multnomah","Assault","Misconduct",1996,1997
"California","Los Angeles","Murder","Misconduct",1997,1998
"Illinois","Cook","Murder","Misconduct",1984,1989
"Louisiana","Orleans","Murder","Misconduct",1979,1979
"New Mexico","Santa Fe","Child Sex Abuse","Misconduct",2015,2017
"California","Kern","Child Sex Abuse","Misconduct",1981,1984
"California","Kern","Child Sex Abuse","Misconduct",1981,1984
"New Jersey","Essex","Murder","Misconduct",1988,1990
"Ohio","Lucas","Murder","Misconduct",1996,1997
"New York","Ontario","Child Sex Abuse","Misconduct",1988,1989
"New York","Nassau","Murder","Misconduct",1984,1986
"Texas","Mitchell","Sex Offender Registration","Nonviolent felony",2016,2017
"Wisconsin","Brown","Child Sex Abuse","Misconduct",2007,2010
"Montana","Richland","Sexual Assault","Misconduct",1987,1990
"New York","Suffolk","Sexual Assault","Misconduct",1981,1982
"Fed-MI","(Eastern)","Supporting Terrorism","Misconduct",2001,2003
"Arizona","Yavapai","Manslaughter","Misconduct",1994,1996
"New York","Putnam","Murder","Misconduct",1994,1997
"Arizona","Maricopa","Murder","Misconduct",1991,1992
"Michigan","Saginaw","Child Abuse","Misconduct",2015,2016
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2006,2006
"Washington","Clark","Murder","Misconduct",1994,1997
"Texas","Mclennan","Murder","Misconduct",1992,1994
"Illinois","Cook","Murder","Misconduct",1999,2000
"Michigan","Oakland","Murder","Misconduct",1995,1997
"Louisiana","Orleans","Murder","Misconduct",1984,1984
"Wisconsin","Kewaunee","Murder","Misconduct",1991,1997
"New York","Broome","Burglary/Unlawful Entry","Misdemeanor",1988,1990
"Louisiana","Orleans","Murder","Misconduct",1996,1997
"New York","Madison","Sexual Assault","Misconduct",2003,2004
"Michigan","Wayne","Child Sex Abuse","Misconduct",1992,1993
"Idaho","Bonneville","Sex Offender Registration","Nonviolent felony",2017,2017
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2009,2009
"Massachusetts","Essex","Forgery","Misdemeanor",2006,2009
"North Carolina","Duplin","Murder","Misconduct",1987,1993
"New Jersey","Hudson","Murder","Misconduct",1976,1977
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Utah","Utah","Arson","Misconduct",2006,2006
"Illinois","Kane","Murder","Misconduct",1993,1995
"New York","Rensselaer","Attempted Murder","Misconduct",2012,2013
"New York","Bronx","Murder","Misconduct",1990,1993
"Texas","Montgomery","Drug Possession or Sale","Misdemeanor",2012,2012
"Nevada","Clark","Murder","Misconduct",1974,1977
"Connecticut","Tolland","Murder","Misconduct",1987,1992
"California","Los Angeles","Weapon Possession or Sale","Misdemeanor",1997,1997
"Fed-WI","(Eastern)","Robbery","Misconduct",1989,1991
"Ohio","Cuyahoga","Murder","Misconduct",1981,1986
"Florida","Pasco","Murder","Misconduct",2010,2013
"California","Los Angeles","Other Nonviolent Felony","Nonviolent felony",1998,1999
"Minnesota","Goodhue","Threats","Violent felony",2007,2008
"Washington","Spokane","Robbery","Misconduct",2008,2009
"Indiana","LaPorte","Murder","Misconduct",1989,1990
"Indiana","LaPorte","Murder","Misconduct",1989,1990
"Indiana","Marion","Sex Offender Registration","Nonviolent felony",2017,2018
"Pennsylvania","Adams","Murder","Misconduct",1987,1988
"Texas","Travis","Sexual Assault","Misconduct",1983,1985
"Florida","Miami-Dade","Murder","Misconduct",1990,2000
"Montana","Lewis and Clark","Murder","Misconduct",1994,1995
"New York","Suffolk","Murder","Misconduct",2010,2015
"Illinois","St. Clair","Murder","Misconduct",1989,1990
"Oregon","Douglas","Murder","Misconduct",2003,2005
"Pennsylvania","Philadelphia","Attempted Murder","Misconduct",2006,2009
"Virginia","Newport News City","Sexual Assault","Misconduct",1988,1990
"Pennsylvania","Philadelphia","Murder","Misconduct",2007,2010
"Louisiana","Iberia","Child Sex Abuse","Misconduct",1987,1991
"California","Solano","Child Sex Abuse","Misconduct",1999,2000
"Texas","Harris","Robbery","Misconduct",2007,2008
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"Fed-CA","(Southern)","Immigration","Nonviolent felony",2010,2010
"Missouri","Jackson","Child Sex Abuse","Misconduct",1989,1992
"Tennessee","Knox","Murder","Misconduct",2003,2010
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Iowa","Scott","Other Nonviolent Felony","Nonviolent felony",2003,2004
"Pennsylvania","Philadelphia","Murder","Misconduct",1983,1988
"Pennsylvania","Monroe","Murder","Misconduct",1989,1990
"Georgia","Wayne","Murder","Misconduct",1986,1987
"Minnesota","Ramsey","Manslaughter","Misconduct",2006,2007
"New Jersey","Passaic","Murder","Misconduct",1993,1996
"Michigan","Wayne","Sexual Assault","Misconduct",2006,2007
"Ohio","Licking","Murder","Misconduct",1988,1990
"Michigan","Wayne","Murder","Misconduct",2001,2001
"Iowa","Pottawattamie","Manslaughter","Misconduct",1997,1997
"New York","Kings","Murder","Misconduct",1988,1990
"Ohio","Cuyahoga","Murder","Misconduct",1994,1995
"New York","New York","Murder","Misconduct",1990,1992
"Illinois","Cook","Theft","Misdemeanor",2017,2017
"Fed-NY","(Eastern)","Fraud","Nonviolent felony",2003,2009
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"South Dakota","McCook","Child Sex Abuse","Misconduct",1993,1995
"Florida","Orange","Sexual Assault","Misconduct",1989,1989
"Georgia","Hart","Drug Possession or Sale","Misdemeanor",1991,1993
"Nebraska","Madison","Assault","Misconduct",1979,1980
"Ohio","Hamilton","Robbery","Misconduct",1986,1986
"Arizona","Gila","Assault","Misconduct",2011,2013
"New York","Onondaga","Murder","Misconduct",1990,1990
"Virginia","Appomattox","Fraud","Nonviolent felony",2018,2019
"Texas","Harris","Other Nonviolent Felony","Nonviolent felony",2014,2014
"Fed-CA","(Northern)","Assault","Misconduct",1994,2000
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2005
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2005
"Minnesota","Hennepin","Sexual Assault","Misconduct",1988,1988
"Virginia","Appomattox","Fraud","Nonviolent felony",2018,2019
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2005
"Ohio","Summit","Sexual Assault","Misconduct",1996,1997
"Michigan","Wayne","Other Violent Felony","Misconduct",2014,2015
"Louisiana","Orleans","Attempted Murder","Misconduct",2002,2004
"Connecticut","New Haven","Murder","Misconduct",1990,1995
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2005
"Pennsylvania","Philadelphia","Murder","Misconduct",1996,1999
"California","Los Angeles","Attempted Murder","Misconduct",2002,2003
"Illinois","Dupage","Murder","Misconduct",2002,2004
"Michigan","Oakland","Failure to Pay Child Support","Nonviolent felony",2008,2008
"Massachusetts","Suffolk","Murder","Misconduct",1965,1968
"Texas","Bexar","Drug Possession or Sale","Misdemeanor",2017,2018
"California","Fresno","Child Sex Abuse","Misconduct",2001,2002
"Texas","Dallas","Sexual Assault","Misconduct",1981,1983
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2009,2010
"New York","Suffolk","Child Sex Abuse","Misconduct",1988,1989
"Alaska","Anchorage","Murder","Misconduct",1996,2007
"Illinois","Cook","Murder","Misconduct",1980,1982
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2005
"California","Los Angeles","Murder","Misconduct",1983,1985
"Michigan","Wayne","Failure to Pay Child Support","Nonviolent felony",2005,2009
"Maryland","Baltimore City","Murder","Misconduct",2016,2017
"West Virginia","McDowell","Murder","Misconduct",2005,2006
"New York","Kings","Murder","Misconduct",1986,1987
"New York","Kings","Murder","Misconduct",1982,1987
"Minnesota","Wright","Traffic Offense","Nonviolent felony",2015,2016
"Michigan","Wayne","Murder","Misconduct",1984,1985
"Pennsylvania","Philadelphia","Other Nonviolent Felony","Nonviolent felony",2009,2011
"Nevada","Clark","Murder","Misconduct",2001,2002
"California","Los Angeles","Weapon Possession or Sale","Misdemeanor",1996,1996
"Fed-IL","(Northern)","Drug Possession or Sale","Misdemeanor",1993,1998
"Illinois","Cook","Weapon Possession or Sale","Misdemeanor",2005,2005
"New York","Onondaga","Sexual Assault","Misconduct",2008,2008
"California","Lake","Child Sex Abuse","Misconduct",1996,1997
"Illinois","Cook","Murder","Misconduct",1982,1982
"North Carolina","Wake","Drug Possession or Sale","Misdemeanor",2020,2020
"Illinois","Cook","Murder","Misconduct",1997,2000
"New York","Kings","Murder","Misconduct",1997,1999
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2003,2003
"Maryland","Baltimore City","Murder","Misconduct",1967,1968
"Michigan","Wayne","Assault","Misconduct",2007,2008
"Texas","McLennan","Sexual Assault","Misconduct",1992,1994
"California","Riverside","Murder","Misconduct",2003,2005
"New York","Queens","Sexual Assault","Misconduct",1994,1995
"North Carolina","Cabarrus","Sexual Assault","Misconduct",1976,1976
"District of Columbia",NA,"Murder","Misconduct",2003,2005
"California","Orange","Robbery","Misconduct",1999,2000
"New York","New York","Robbery","Misconduct",1989,1991
"New York","Kings","Murder","Misconduct",1989,1990
"New Jersey","Atlantic","Child Sex Abuse","Misconduct",2002,2004
"Oklahoma","Pontotoc","Sexual Assault","Misconduct",1987,1988
"New Jersey","Union","Murder","Misconduct",1994,1996
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2006,2006
"Michigan","Wayne","Murder","Misconduct",1981,1982
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,2000
"Texas","Rains","Murder","Misconduct",1989,1989
"Oregon","Marion","Child Sex Abuse","Misconduct",1990,1991
"Kansas","Riley","Sexual Assault","Misconduct",1981,1982
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1997,1997
"Minnesota","Carlton","Assault","Misconduct",2016,2017
"Georgia","Chatham","Murder","Misconduct",1992,1992
"Massachusetts","Suffolk","Murder","Misconduct",1994,1995
"Oregon","Multnomah","Drug Possession or Sale","Misdemeanor",2010,2010
"Texas","Henderson","Child Sex Abuse","Misconduct",2003,2005
"New York","Kings","Murder","Misconduct",1986,1987
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Wisconsin","Milwaukee","Child Sex Abuse","Misconduct",1990,1990
"Kansas","Geary","Murder","Misconduct",2013,2015
"New York","Erie","Murder","Misconduct",1995,1998
"Texas","Bexar","Other Nonviolent Misdemeanor","Misdemeanor",2018,2019
"Maryland","Montgomery","Murder","Misconduct",1994,1994
"Fed-FL","(Middle)","Robbery","Misconduct",2000,2001
"Illinois","DuPage","Sexual Assault","Misconduct",1987,1988
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Texas","El Paso","Murder","Misconduct",1983,1984
"New York","Westchester","Sexual Assault","Misconduct",1975,1976
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2005,2005
"Texas","McLennan","Sex Offender Registration","Nonviolent felony",2016,2017
"Guam",NA,"Sexual Assault","Misconduct",2014,2015
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2003,2003
"Maryland","Baltimore City","Murder","Misconduct",1991,1991
"California","Los Angeles","Weapon Possession or Sale","Misdemeanor",1997,1997
"California","Los Angeles","Attempted Murder","Misconduct",2000,2002
"New Mexico","Rio Arriba","Sexual Assault","Misconduct",2002,2003
"California","Santa Clara","Drug Possession or Sale","Misdemeanor",1999,2000
"Fed-NY","(Eastern)","Fraud","Nonviolent felony",2003,2009
"Alabama","Jefferson","Sexual Assault","Misconduct",1983,1986
"Alabama","Jefferson","Sexual Assault","Misconduct",1983,1986
"Massachusetts","Middlesex","Sexual Assault","Misconduct",1983,1984
"Fed-Military",NA,"Drug Possession or Sale","Misdemeanor",1999,2000
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2012,2012
"Pennsylvania","Philadelphia","Murder","Misconduct",1982,1992
"New York","Queens","Attempted Murder","Misconduct",1997,2000
"New York","Bronx","Attempted Murder","Misconduct",1997,1998
"Texas","Harris","Child Sex Abuse","Misconduct",2012,2013
"New York","Kings","Murder","Misconduct",1995,1996
"Fed-NY","(Eastern)","Fraud","Nonviolent felony",2003,2009
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2008,2011
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2008,2009
"New York","Kings","Bribery","Nonviolent felony",1986,1989
"Colorado","Mesa","Murder","Misconduct",1996,2003
"Fed-MD",NA,"Fraud","Nonviolent felony",2013,2014
"Nevada","Churchill","Child Sex Abuse","Misconduct",1990,1990
"Mississippi","Oktibbeha","Murder","Misconduct",1993,1996
"Texas","Williamson","Child Sex Abuse","Misconduct",1992,1993
"Michigan","Macomb","Drug Possession or Sale","Misdemeanor",1993,1995
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Montana","Missoula","Child Sex Abuse","Misconduct",2002,2002
"Massachusetts","Bristol","Arson","Misconduct",2009,2011
"New Hampshire","Hillsborough","Sexual Assault","Misconduct",2016,2017
"Michigan","St. Clair","Arson","Misconduct",2006,2007
"Oregon","Clackamas","Robbery","Misconduct",2011,2017
"California","San Diego","Murder","Misconduct",1983,1983
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,2000
"Michigan","Wayne","Murder","Misconduct",1989,1990
"Georgia","Fulton","Robbery","Misconduct",2007,2008
"Tennessee","Sumner","Murder","Misconduct",1989,1990
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2013,2013
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2003,2004
"District of Columbia",NA,"Manslaughter","Misconduct",1982,1984
"California","Santa Clara","Weapon Possession or Sale","Misdemeanor",1997,1998
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2008,2008
"New York","Bronx","Weapon Possession or Sale","Misdemeanor",2013,2013
"New York","Kings","Murder","Misconduct",2005,2010
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"California","Los Angeles","Robbery","Misconduct",2007,2008
"New York","Queens","Murder","Misconduct",1985,1986
"Pennsylvania","Philadelphia","Murder","Misconduct",1985,1990
"New Mexico","Eddy","Murder","Misconduct",1998,1998
"Florida","Hillsborough","Murder","Misconduct",1995,1997
"Illinois","Cook","Murder","Misconduct",1998,2001
"California","Orange","Murder","Misconduct",2005,2008
"Pennsylvania","Philadelphia","Murder","Misconduct",1980,1984
"New York","Queens","Robbery","Misconduct",1986,1987
"North Carolina","Mecklenburg","Kidnapping","Misconduct",1998,1999
"Texas","Dallas","Robbery","Misconduct",1979,1980
"Ohio","Cuyahoga","Weapon Possession or Sale","Misdemeanor",2012,2020
"Colorado","Larimer","Murder","Misconduct",1987,1999
"Illinois","Cook","Murder","Misconduct",2009,2011
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,1999
"Kansas","Clay","Child Sex Abuse","Misconduct",2008,2011
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2013,2013
"Florida","Seminole","Fraud","Nonviolent felony",2012,2013
"Hawaii","Honolulu","Child Sex Abuse","Misconduct",2012,2014
"Fed-CA","(Central)","Kidnapping","Misconduct",1984,1990
"Fed-MD",NA,"Drug Possession or Sale","Misdemeanor",2010,2011
"North Carolina","Duplin","Murder","Misconduct",1987,1993
"Louisiana","Jefferson","Murder","Misconduct",1997,1999
"Rhode Island","Kent","Murder","Misconduct",2002,2007
"Illinois","Cook","Murder","Misconduct",1992,1994
"California","Los Angeles","Murder","Misconduct",1978,1984
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Indiana","Lake","Sexual Assault","Misconduct",1980,1982
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2009,2009
"Texas","Bexar","Child Sex Abuse","Misconduct",1994,1998
"New York","Kings","Murder","Misconduct",1999,2001
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2002,2003
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2004
"Illinois","Cook","Murder","Misconduct",1990,1995
"Oregon","Multnomah","Drug Possession or Sale","Misdemeanor",2012,2012
"Massachusetts","Suffolk","Murder","Misconduct",1972,1973
"Virginia","Richmond City","Sexual Assault","Misconduct",1986,1986
"Vermont","Franklin","Sexual Assault","Misconduct",2015,2017
"Washington","Jefferson","Sexual Assault","Misconduct",2010,2012
"California","San Diego","Fraud","Nonviolent felony",2002,2004
"Fed-LA","(Eastern)","Perjury","Nonviolent felony",2009,2010
"New York","New York","Sexual Assault","Misconduct",2005,2006
"Michigan","Berrien","Murder","Misconduct",2005,2005
"New York","Kings","Murder","Misconduct",1985,1986
"Wisconsin","Brown","Child Sex Abuse","Misconduct",1993,1993
"Michigan","St. Joseph","Perjury","Nonviolent felony",2012,2015
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Oklahoma","Oklahoma","Murder","Misconduct",1982,1986
"Illinois","Lake","Robbery","Misconduct",1996,1996
"Ohio","Hamilton","Murder","Misconduct",1995,1995
"New Mexico","Bernalillo","Murder","Misconduct",1999,2001
"Arkansas","Pulaski","Child Sex Abuse","Misconduct",2009,2011
"Ohio","Franklin","Child Sex Abuse","Misconduct",1990,1991
"New York","Queens","Murder","Misconduct",1994,1996
"Michigan","Ingham","Murder","Misconduct",2005,2006
"North Carolina","Robeson","Murder","Misconduct",1983,1984
"New York","Queens","Murder","Misconduct",1986,1987
"Tennessee","Jefferson","Murder","Misconduct",1985,1987
"Delaware","Kent","Murder","Misconduct",2010,2012
"Pennsylvania","Philadelphia","Murder","Misconduct",2013,2016
"Illinois","Cook","Murder","Misconduct",1995,1998
"Pennsylvania","Delaware","Murder","Misconduct",1983,1983
"New York","New York","Sexual Assault","Misconduct",1989,1990
"Virginia","Norfolk City","Murder","Misconduct",1992,1993
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1999,2000
"Arizona","Pima","Murder","Misconduct",1992,1993
"California","Kern","Child Sex Abuse","Misconduct",1981,1984
"California","Kern","Child Sex Abuse","Misconduct",1981,1984
"Illinois","Dekalb","Murder","Misconduct",1957,2012
"Indiana","LaPorte","Child Abuse","Misconduct",1989,1990
"Texas","Montgomery","Child Sex Abuse","Misconduct",1988,2000
"Illinois","Cook","Weapon Possession or Sale","Misdemeanor",2008,2011
"Maryland","Carroll","Child Sex Abuse","Misconduct",1998,1999
"Idaho","Bonner","Murder","Misconduct",2019,2019
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2007,2007
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2005
"New York","Kings","Murder","Misconduct",1990,1992
"New Mexico","Sandoval","Murder","Misconduct",2011,2014
"Michigan","Wayne","Murder","Misconduct",2002,2003
"North Carolina","Robeson","Child Sex Abuse","Misconduct",1990,1993
"Oklahoma","Tulsa","Sexual Assault","Misconduct",1987,1989
"Florida","Broward","Robbery","Misconduct",1990,1991
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Iowa","Pottawattamie","Murder","Misconduct",1977,1978
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2013,2013
"Texas","Dallas","Sexual Assault","Misconduct",1985,1985
"Oregon","Coos","Manslaughter","Misconduct",2000,2011
"Michigan","Wayne","Attempted Murder","Misconduct",2012,2013
"North Carolina","Scotland","Sexual Assault","Misconduct",1988,1988
"Illinois","Cook","Murder","Misconduct",2001,2003
"Kansas","Wyandotte","Murder","Misconduct",1994,1994
"North Dakota","Burleigh","Assault","Misconduct",1990,1991
"Missouri","St. Louis City","Robbery","Misconduct",2012,2013
"Florida","Hillsborough","Murder","Misconduct",1987,1988
"New York","Bronx","Murder","Misconduct",1996,1997
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2009,2009
"Michigan","Wayne","Attempted Murder","Misconduct",1984,1984
"California","Orange","Murder","Misconduct",1980,1981
"Tennessee","Shelby","Sexual Assault","Misconduct",1977,1978
"North Carolina","New Hanover","Assault","Misconduct",1971,1972
"Virginia","Loudoun","Child Sex Abuse","Misconduct",1998,1998
"Fed-PA","(Eastern)","Tax Evasion/Fraud","Nonviolent felony",1988,1996
"Fed-PA","(Eastern)","Tax Evasion/Fraud","Nonviolent felony",1988,1996
"New Jersey","Camden","Drug Possession or Sale","Misdemeanor",2007,2007
"Maine","Knox","Assault","Misconduct",1999,2000
"Tennessee","Shelby","Sexual Assault","Misconduct",1979,1980
"Alabama","Monroe","Murder","Misconduct",1986,1988
"South Carolina","Lancaster","Murder","Misconduct",1985,1986
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2008,2009
"California","San Diego","Assault","Misconduct",1983,1984
"New York","New York","Fraud","Nonviolent felony",2004,2008
"Maryland","Baltimore City","Murder","Misconduct",1994,1995
"California","Los Angeles","Child Sex Abuse","Misconduct",1988,1988
"Alabama","Jefferson","Sexual Assault","Misconduct",1992,1993
"Colorado","Denver","Murder","Misconduct",1990,1991
"Florida","Polk","Murder","Misconduct",1983,1984
"New York","Bronx","Theft","Misdemeanor",2011,2014
"California","Los Angeles","Murder","Misconduct",1997,1998
"California","Los Angeles","Weapon Possession or Sale","Misdemeanor",1997,1997
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Illinois","Cook","Murder","Misconduct",1992,1993
"California","Los Angeles","Manslaughter","Misconduct",1996,1996
"Florida","Palm Beach","Theft","Misdemeanor",1987,1990
"New Mexico","Dona Ana","Fraud","Nonviolent felony",2000,2002
"New York","New York","Sexual Assault","Misconduct",1991,1992
"California","Orange","Murder","Misconduct",1989,1991
"Virginia","Norfolk City","Murder","Misconduct",2000,2001
"Wyoming","Converse","Child Sex Abuse","Misconduct",2010,2010
"New Jersey","Union","Robbery","Misconduct",2006,2008
"Louisiana","Jefferson","Murder","Misconduct",1992,1993
"New Jersey","Essex","Child Sex Abuse","Misconduct",1985,1988
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2016
"California","Los Angeles","Murder","Misconduct",1980,1985
"Texas","Dallas","Murder","Misconduct",1994,1995
"Arizona","Maricopa","Murder","Misconduct",1989,1990
"California","Los Angeles","Murder","Misconduct",2001,2002
"New York","Monroe","Robbery","Misconduct",2013,2014
"Connecticut","Fairfield","Murder","Misconduct",1971,1973
"Texas","Dallas","Sexual Assault","Misconduct",1983,1984
"Ohio","Cuyahoga","Sexual Assault","Misconduct",2001,2002
"New Jersey","Hudson","Murder","Misconduct",2003,2006
"California","Kern","Child Sex Abuse","Misconduct",1984,1985
"Utah","Salt Lake","Robbery","Misconduct",2000,2004
"Illinois","Cook","Sexual Assault","Misconduct",1981,1982
"Fed-CA","(Central)","Weapon Possession or Sale","Misdemeanor",2007,2012
"Texas","Rains","Murder","Misconduct",1989,1989
"Pennsylvania","Philadelphia","Murder","Misconduct",1996,1998
"Florida","Palm Beach","Murder","Misconduct",1999,2009
"Connecticut","Fairfield","Assault","Misconduct",1981,1983
"Oklahoma","Oklahoma","Murder","Misconduct",1987,1988
"Oklahoma","Oklahoma","Murder","Misconduct",1996,2005
"Ohio","Lucas","Robbery","Misconduct",1983,1984
"Massachusetts","Suffolk","Sexual Assault","Misconduct",1989,1990
"Florida","Hillsborough","Manslaughter","Misconduct",1996,1997
"Michigan","Calhoun","Murder","Misconduct",2001,2003
"North Carolina","Buncombe","Murder","Misconduct",2000,2001
"Tennessee","Marshall","Child Sex Abuse","Misconduct",1999,2000
"Illinois","Cook","Murder","Misconduct",2000,2006
"Fed-NY","(Eastern)","Drug Possession or Sale","Misdemeanor",2014,2015
"Arizona","Pima","Murder","Misconduct",1992,1993
"Fed-KY","(Eastern)","Fraud","Nonviolent felony",1987,1991
"California","Los Angeles","Murder","Misconduct",1980,1983
"Nevada","Clark","Murder","Misconduct",1981,1982
"New York","Kings","Drug Possession or Sale","Misdemeanor",2007,2007
"Illinois","Cook","Murder","Misconduct",2003,2006
"Michigan","Wayne","Murder","Misconduct",1988,1989
"District of Columbia",NA,"Murder","Misconduct",1993,1994
"Illinois","Cook","Murder","Misconduct",1992,1995
"Massachusetts","Suffolk","Child Sex Abuse","Misconduct",1988,1990
"South Carolina","Lexington","Sexual Assault","Misconduct",1982,1984
"California","Kern","Child Sex Abuse","Misconduct",1983,1986
"Michigan","Macomb","Sexual Assault","Misconduct",1990,1991
"Idaho","Boise","Child Sex Abuse","Misconduct",2005,2007
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Virginia","Powhatan","Murder","Misconduct",1992,1992
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Michigan","Wayne","Murder","Misconduct",1996,1997
"Pennsylvania","York","Murder","Misconduct",1998,2003
"New York","Bronx","Murder","Misconduct",1987,1988
"Illinois","Cook","Murder","Misconduct",1993,1994
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1996,1996
"Illinois","Moultrie","Burglary/Unlawful Entry","Misdemeanor",1983,1984
"Virginia","Hampton","Child Sex Abuse","Misconduct",2001,2008
"Michigan","Wayne","Attempted Murder","Misconduct",2015,2015
"Michigan","Wayne","Robbery","Misconduct",2012,2013
"Texas","Harris","Robbery","Misconduct",2009,2010
"Fed-MO","(Western)","Drug Possession or Sale","Misdemeanor",1994,1995
"Texas","Dallas","Child Sex Abuse","Misconduct",1984,1987
"Massachusetts","Suffolk","Drug Possession or Sale","Misdemeanor",1986,1988
"Colorado","Denver","Murder","Misconduct",2000,2000
"Texas","El Paso","Sexual Assault","Misconduct",1987,1988
"Maryland","Baltimore City","Murder","Misconduct",2007,2010
"New York","New York","Murder","Misconduct",1992,1996
"Michigan","Berrien","Drug Possession or Sale","Misdemeanor",2006,2006
"New Jersey","Atlantic","Sexual Assault","Misconduct",1986,1987
"Virginia","Greensville","Murder","Misconduct",1975,1978
"Alabama","Morgan","Murder","Misconduct",1999,2002
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2005
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2006
"California","Alameda","Murder","Misconduct",1992,1993
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,1999
"Illinois","Kane","Murder","Misconduct",2000,2002
"California","Orange","Robbery","Misconduct",1998,1999
"Ohio","Pike","Murder","Misconduct",1995,1995
"Texas","Galveston","Drug Possession or Sale","Misdemeanor",2014,2014
"Michigan","Otsego","Manslaughter","Misconduct",1986,1987
"Oklahoma","Oklahoma","Murder","Misconduct",1998,2001
"Georgia","Colquitt","Sexual Assault","Misconduct",1993,2002
"Michigan","Otsego","Murder","Misconduct",1986,1988
"North Carolina","New Hanover","Assault","Misconduct",1971,1972
"New York","Kings","Murder","Misconduct",1980,1981
